year,GEOID,GeoName,emp_bio,gdp_bio,area_bio,species_bio
2010,04023,"Santa Cruz, AZ",12.32377,13.398343,.070986338,.030690538
2010,04025,"Yavapai, AZ",11.589983,14.127769,.084687963,.036842104
2010,04027,"Yuma, AZ",11.970722,13.466685,.20880292,.030054646
2010,05001,"Arkansas, AR",10.634861,11.763411,.14714161,.035955057
2010,05003,"Ashley, AR",12.895634,10.507618,.070734896,.038793102
2010,05005,"Baxter, AR",10.809232,11.632674,.20387597,.041841004
2010,05007,"Benton, AR",11.590397,12.749681,.03876435,.04509804
2010,05009,"Boone, AR",10.781475,11.832466,.010726802,.04288939
2010,05011,"Bradley, AR",10.656142,12.561251,.030436136,.041666668
2010,05013,"Calhoun, AR",16.473623,9.5067244,.039457973,.044397462
2010,05015,"Carroll, AR",11.470825,12.1046,.027034082,.033860046
2010,05017,"Chicot, AR",11.132182,14.390208,.039019991,.041304346
2010,05019,"Clark, AR",10.876508,12.26195,.24544121,.047817048
2010,05021,"Clay, AR",10.524358,13.518255,.032012779,.053537283
2010,05023,"Cleburne, AR",11.806625,15.790547,.010888623,.04106776
2010,05025,"Cleveland, AR",13.256823,13.534647,.012863535,.03846154
2010,05027,"Columbia, AR",11.10762,13.376356,.044020262,.038543899
2010,05029,"Conway, AR",13.02161,16.218826,.028219011,.035864979
2010,05031,"Craighead, AR",11.119478,11.879319,.028847545,.050000001
2010,05033,"Crawford, AR",11.471565,12.590604,.073757209,.04255319
2010,05035,"Crittenden, AR",11.05162,11.954392,.017112583,.050485436
2010,05037,"Cross, AR",10.917828,13.164283,.0059736948,.049040511
2010,05039,"Dallas, AR",9.9953146,12.308562,.0090245456,.04338843
2010,05041,"Desha, AR",11.561543,13.304736,.079517663,.046218488
2010,05043,"Drew, AR",10.952373,13.145658,.033492401,.035010941
2010,05045,"Faulkner, AR",12.378476,13.787857,.018319311,.040254239
2010,05047,"Franklin, AR",11.174567,15.713827,0,.034136545
2010,05049,"Fulton, AR",9.9434767,12.833156,.050282184,.047131147
2010,05051,"Garland, AR",11.013541,12.19058,.0082896193,.046653144
2010,05053,"Grant, AR",11.084969,12.801133,.069218248,.037190083
2010,05055,"Greene, AR",10.39563,11.871352,.052054022,.048828125
2010,05057,"Hempstead, AR",9.9864511,13.693461,.038765263,.04660194
2010,05059,"Hot Spring, AR",10.587532,13.695987,.0026595278,.043298971
2010,05061,"Howard, AR",9.8764257,11.32461,.026196852,.046966732
2010,05063,"Independence, AR",10.461753,14.174386,.027182201,.044660196
2010,05065,"Izard, AR",10.690563,13.962687,.0013407193,.043568466
2010,05067,"Jackson, AR",10.408681,12.706216,.070451558,.046511628
2010,05069,"Jefferson, AR",10.851894,14.233572,.042231377,.034979425
2010,05071,"Johnson, AR",10.835628,12.289736,.044148736,.035320088
2010,05073,"Lafayette, AR",11.000345,16.993523,.041360669,.034334764
2010,05075,"Lawrence, AR",11.149384,14.433835,.022488015,.043137256
2010,05077,"Lee, AR",10.043242,14.752992,.025289388,.050526317
2010,05079,"Lincoln, AR",10.289593,13.374351,.0014521229,.034482758
2010,05081,"Little River, AR",11.679227,11.861452,.014716773,.043052837
2010,05083,"Logan, AR",11.549428,14.645238,.022622902,.033482142
2010,05085,"Lonoke, AR",11.57403,12.851229,.019767897,.040511727
2010,05087,"Madison, AR",12.351359,12.007733,.054020055,.040816326
2010,05089,"Marion, AR",10.595401,12.300437,.048426181,.040511727
2010,05091,"Miller, AR",12.477717,11.816693,.064466186,.038934425
2010,05093,"Mississippi, AR",10.719422,11.792957,.039117582,.0483559
2010,05095,"Monroe, AR",10.966907,13.378304,.19875216,.043378994
2010,05097,"Montgomery, AR",14.320395,14.759286,.01878505,.047717843
2010,05099,"Nevada, AR",13.542553,13.475437,.023965521,.046370968
2010,05101,"Newton, AR",9.5518703,12.105515,.043117233,.040983606
2010,05103,"Ouachita, AR",10.702193,13.741625,.043082297,.045833334
2010,05105,"Perry, AR",12.825836,16.701437,.048182573,.045908183
2010,05107,"Phillips, AR",11.439216,12.170186,.1034375,.047916666
2010,05109,"Pike, AR",11.039147,13.696414,.026171137,.052631579
2010,05111,"Poinsett, AR",11.551066,13.135068,.051493425,.04989605
2010,05113,"Polk, AR",10.926991,12.327209,.061855596,.054511279
2010,05115,"Pope, AR",11.408325,12.186981,.067787215,.036363635
2010,05117,"Prairie, AR",11.248716,14.596047,.061787285,.044345897
2010,05119,"Pulaski, AR",11.077421,11.640049,.025603931,.047337279
2010,05121,"Randolph, AR",10.51324,12.062928,.079423033,.046242774
2010,05123,"St. Francis, AR",10.875967,12.432373,.090652421,.056962024
2010,05125,"Saline, AR",11.791427,13.484959,.050017677,.047337279
2010,05127,"Scott, AR",11.596855,12.6355,.050807063,.045174539
2010,05129,"Searcy, AR",10.569976,12.837184,.045196738,.044354837
2010,05131,"Sebastian, AR",11.096723,12.190825,.020963361,.035123967
2010,05133,"Sevier, AR",11.504045,13.624236,.081947029,.042826552
2010,05135,"Sharp, AR",11.760468,13.830239,.037257209,.044444446
2010,05137,"Stone, AR",10.969795,14.481251,.092522852,.041666668
2010,05139,"Union, AR",12.579179,13.195125,.072935633,.042462844
2010,05141,"Van Buren, AR",12.168783,18.816702,.020383557,.038775511
2010,05143,"Washington, AR",11.365804,12.03502,.016631372,.042635661
2010,05145,"White, AR",11.718239,15.90808,.060470987,.049792532
2010,05147,"Woodruff, AR",11.206953,13.244653,.1644754,.043859649
2010,05149,"Yell, AR",11.459208,12.135008,.10979473,.040899795
2010,06001,"Alameda, CA",11.635222,12.125496,.081360728,.096916303
2010,06003,"Alpine, CA",9.5441179,15.911165,.49662036,.046666667
2010,06005,"Amador, CA",12.074617,14.310192,.056308791,.042345278
2010,06007,"Butte, CA",11.005932,13.429862,.072543353,.050314464
2010,06009,"Calaveras, CA",11.773403,15.077866,.010599231,.048859935
2010,06011,"Colusa, CA",11.198155,15.057559,.078991607,.046357617
2010,06013,"Contra Costa, CA",11.626354,11.64544,.079261109,.095343679
2010,06015,"Del Norte, CA",10.870317,12.994504,.21462597,.080952384
2010,06017,"El Dorado, CA",10.945761,13.766496,.065219879,.048484847
2010,06019,"Fresno, CA",11.402247,13.068864,.25864998,.05927835
2010,06021,"Glenn, CA",11.607553,14.907492,.04022184,.033333335
2010,06023,"Humboldt, CA",11.24692,13.664325,.17498209,.087640449
2010,06025,"Imperial, CA",11.793492,14.634501,.11856428,.035532996
2010,06027,"Inyo, CA",10.646577,15.121077,.66040039,.045576409
2010,06029,"Kern, CA",12.320218,16.674242,.10863703,.056603774
2010,06031,"Kings, CA",10.823615,12.550118,.012080937,.043010753
2010,06033,"Lake, CA",11.055854,14.509638,.13954714,.045751635
2010,06035,"Lassen, CA",11.637917,13.983341,.099171631,.048048049
2010,06037,"Los Angeles, CA",11.186294,11.16974,.13646969,.10796461
2010,06039,"Madera, CA",10.938451,13.341393,.16903749,.05074627
2010,06041,"Marin, CA",11.762144,12.76742,.31585205,.097949885
2010,06043,"Mariposa, CA",12.048471,13.442057,.28831095,.048076924
2010,06045,"Mendocino, CA",11.14338,13.352597,.11774285,.088495575
2010,06047,"Merced, CA",10.958548,12.336308,.1584515,.055016182
2010,06049,"Modoc, CA",10.636266,14.834581,.056012377,.05111821
2010,06051,"Mono, CA",11.342331,13.709374,.34963787,.038348082
2010,06053,"Monterey, CA",11.5516,13.778043,.15127936,.10953347
2010,06055,"Napa, CA",10.864644,12.013005,.15676036,.096330278
2010,06057,"Nevada, CA",11.282138,13.799438,.023965521,.036809817
2010,06059,"Orange, CA",11.675856,12.349663,.031635772,.11133201
2010,06061,"Placer, CA",11.893302,12.646791,.065767594,.038123168
2010,06063,"Plumas, CA",11.189277,15.352457,.043118995,.041916169
2010,06065,"Riverside, CA",11.808825,13.166693,.3876341,.049773756
2010,06067,"Sacramento, CA",11.415282,12.367264,.066944584,.052287582
2010,06069,"San Benito, CA",11.719201,12.831811,.039680731,.058441557
2010,06071,"San Bernardino, CA",11.568108,12.872268,.43415922,.059471365
2010,06073,"San Diego, CA",11.596421,12.482124,.086567223,.10570469
2010,06075,"San Francisco, CA",11.319517,12.009045,.019720398,.095022626
2010,06077,"San Joaquin, CA",11.528855,12.972303,.021040021,.049019609
2010,06079,"San Luis Obispo, CA",11.51131,14.792697,.15173733,.10995851
2010,06081,"San Mateo, CA",11.75003,11.558057,.11921376,.10666667
2010,06083,"Santa Barbara, CA",11.555026,12.946404,.17227887,.1237525
2010,06085,"Santa Clara, CA",11.581048,10.797098,.13651635,.058461539
2010,06087,"Santa Cruz, CA",11.490793,13.818677,.070986338,.10467706
2010,06089,"Shasta, CA",11.355437,13.918162,.074723817,.054285713
2010,06091,"Sierra, CA",21.166666,17.728315,.051129725,.022653721
2010,06093,"Siskiyou, CA",10.944724,13.213852,.16732842,.05882353
2010,06095,"Solano, CA",11.430298,12.493635,.088406242,.095343679
2010,06097,"Sonoma, CA",11.435002,12.878824,.077907488,.099557519
2010,06099,"Stanislaus, CA",11.354084,12.173688,.05102874,.051779937
2010,06101,"Sutter, CA",11.543718,14.310257,.063669629,.047445256
2010,06103,"Tehama, CA",11.440333,13.409161,.1592585,.039999999
2010,06105,"Trinity, CA",13.223518,15.764686,.22815037,.036253776
2010,06107,"Tulare, CA",11.461443,12.942597,.41445559,.041436464
2010,06109,"Tuolumne, CA",10.185795,14.849833,.38753161,.045731708
2010,06111,"Ventura, CA",11.735821,11.976917,.20909972,.12022901
2010,06113,"Yolo, CA",11.834124,12.747289,.12023075,.047781572
2010,06115,"Yuba, CA",11.24287,14.399093,.046818629,.04262295
2010,08001,"Adams, CO*",12.297431,12.863762,.030545129,.018248174
2010,08003,"Alamosa, CO",10.976116,14.083199,.26928362,.0074349442
2010,08005,"Arapahoe, CO",11.816674,11.321752,.011916031,.018181818
2010,08007,"Archuleta, CO",12.017174,15.037526,.086316012,.024734983
2010,08009,"Baca, CO",13.682989,15.330873,.011095409,.016835017
2010,08011,"Bent, CO",10.834555,15.852942,.026437297,.01858736
2010,08013,"Boulder, CO*",11.519911,11.279351,.24429575,.010416667
2010,08014,"Broomfield, CO*",11.973318,9.8620663,.035862327,.0076335878
2010,08015,"Chaffee, CO",11.551874,13.53597,.17444772,.011811024
2010,08017,"Cheyenne, CO",21.172714,18.910547,.014541793,.020689655
2010,08019,"Clear Creek, CO",12.208265,18.433849,.21695131,.011070111
2010,08021,"Conejos, CO",16.204666,14.822699,.12924878,.021739131
2010,08023,"Costilla, CO",12.25,15.925821,.23428966,.014035088
2010,08025,"Crowley, CO",13.26348,14.87814,.0089416103,.015444015
2010,08027,"Custer, CO",11.254373,14.99684,.10782076,.010676157
2010,08029,"Delta, CO",10.423637,14.61074,.10119382,.026415095
2010,08031,"Denver, CO",11.49263,12.06939,.0032719341,.011538462
2010,08033,"Dolores, CO",9.8851137,21.766287,.088386036,.018315019
2010,08035,"Douglas, CO",11.992213,12.085213,.073563799,.010948905
2010,08037,"Eagle, CO",10.826697,12.246079,.17595877,.011904762
2010,08039,"Elbert, CO",14.274245,14.498479,.023244856,.010638298
2010,08041,"El Paso, CO",11.401489,12.395532,.003683093,.010135135
2010,08043,"Fremont, CO",11.191389,13.425572,.11119734,.010526316
2010,08045,"Garfield, CO",13.390258,18.468441,.12383724,.025270758
2010,08047,"Gilpin, CO",4.3681793,7.6933699,.09819527,.011111111
2010,08049,"Grand, CO",12.665339,13.235859,.19913128,.013986014
2010,08051,"Gunnison, CO",11.809823,16.388884,.20959762,.025641026
2010,08053,"Hinsdale, CO",19.243589,10.916481,.54248869,.023715414
2010,08055,"Huerfano, CO",10.433517,14.435502,.047523174,.010309278
2010,08057,"Jackson, CO",12.219888,16.436022,.070451558,.026022306
2010,08059,"Jefferson, CO*",12.130976,12.514637,.078820117,.01056338
2010,08061,"Kiowa, CO",12.666667,16.976912,.0082948357,.023890786
2010,08063,"Kit Carson, CO",11.391657,14.36036,.0012670928,.018315019
2010,08065,"Lake, CO",13.721512,14.892272,.13954714,.012931035
2010,08067,"La Plata, CO",11.896834,16.717527,.12859762,.021276595
2010,08069,"Larimer, CO",11.589387,12.541387,.23624577,.020270269
2010,08071,"Las Animas, CO",10.828198,18.279814,.043124691,.012012012
2010,08073,"Lincoln, CO",11.652235,15.282854,.0014521229,.02166065
2010,08075,"Logan, CO",11.716338,15.409933,.022622902,.018796992
2010,08077,"Mesa, CO",12.287751,13.812836,.16587195,.027972028
2010,08079,"Mineral, CO",14.166667,15.836969,.067153513,.023715414
2010,08081,"Moffat, CO",13.71065,19.575575,.10403681,.028673835
2010,08083,"Montezuma, CO",12.368374,18.215839,.1763269,.020477816
2010,08085,"Montrose, CO",12.134135,13.853215,.10828871,.028070176
2010,08087,"Morgan, CO",11.481499,13.886147,.024751045,.019762846
2010,08089,"Otero, CO",12.310772,13.303386,.039061263,.014336918
2010,08091,"Ouray, CO",12.913267,14.251731,.12277567,.019455252
2010,08093,"Park, CO",12.950124,14.808628,.40735623,.01459854
2010,08095,"Phillips, CO",14.088923,15.202425,.1034375,.02
2010,08097,"Pitkin, CO",12.007278,12.270619,.43310568,.027777778
2010,08099,"Prowers, CO",11.915575,14.773857,.0057365973,.020338982
2010,08101,"Pueblo, CO",11.294438,12.949135,.061962634,.010067114
2010,08103,"Rio Blanco, CO",16.883148,21.039627,.057348311,.025547445
2010,08105,"Rio Grande, CO",12.182522,14.362188,.043057401,.022900764
2010,08107,"Routt, CO",14.078298,15.30343,.096816123,.02631579
2010,08109,"Saguache, CO",12.939728,14.801094,.17451601,.014035088
2010,08111,"San Juan, CO",11.871795,14.190292,.016182741,.024590164
2010,08113,"San Miguel, CO",12.737287,13.52342,.037589371,.024561403
2010,08115,"Sedgwick, CO",9.904088,13.78213,.0033164371,.019305019
2010,08117,"Summit, CO",12.748792,13.724388,.16384424,.012048192
2010,08119,"Teller, CO",10.239972,14.366719,.031717326,.014492754
2010,08121,"Washington, CO",12.655759,16.332722,.016631372,.018867925
2010,08123,"Weld, CO*",12.410428,14.842889,.0092499489,.016611295
2010,08125,"Yuma, CO",11.991248,16.343475,.20880292,.018796992
2010,09001,"Fairfield, CT",11.317745,11.352638,.017954186,.13068181
2010,09003,"Hartford, CT",11.013031,11.181133,.042652402,.068047337
2010,09005,"Litchfield, CT",11.180881,12.495974,.081636027,.060109291
2010,09007,"Middlesex, CT",11.082598,12.281088,.04138881,.14075631
2010,09009,"New Haven, CT",11.306541,12.246889,.031649884,.13701431
2010,09011,"New London, CT",11.077646,13.356715,.034581099,.14225942
2010,09013,"Tolland, CT",11.19282,13.060369,.022126745,.06501548
2010,09015,"Windham, CT",10.826762,11.52329,.014524866,.043887146
2010,10001,"Kent, DE",11.38168,12.255878,.025182394,.12757973
2010,10003,"New Castle, DE",11.602089,11.634212,.039436772,.12007169
2010,10005,"Sussex, DE",11.502369,12.725952,.068632163,.11650486
2010,11001,"District of Columbia, DC",11.189014,12.024885,.0091441115,
2010,12001,"Alachua, FL",11.021731,12.126417,.0913186,.054229934
2010,12003,"Baker, FL",10.482779,13.282706,.050547291,.048837211
2010,12005,"Bay, FL",11.424047,13.058656,.0091249738,.10246433
2010,12007,"Bradford, FL",11.666547,14.009458,.0018462789,.052631579
2010,12009,"Brevard, FL",11.386247,12.190556,.054751411,.10978836
2010,12011,"Broward, FL",11.797266,12.778481,.016946724,.12223667
2010,12013,"Calhoun, FL",11.256557,13.856012,.039457973,.038934425
2010,12015,"Charlotte, FL",11.557848,13.040107,.041085478,.11857143
2010,12017,"Citrus, FL",11.334936,15.205153,.08649344,.12083333
2010,12019,"Clay, FL",11.78721,12.669253,.032012779,.060324825
2010,12021,"Collier, FL",11.520704,12.932355,.17383659,.12061711
2010,12023,"Columbia, FL",11.71417,12.075084,.044020262,.035460994
2010,12027,"DeSoto, FL",13.040217,14.404711,.007399126,.036363635
2010,12029,"Dixie, FL",11.154506,13.563603,.054593485,.10504202
2010,12031,"Duval, FL",11.611539,12.058271,.018894114,.11347517
2010,12033,"Escambia, FL",11.648708,12.534089,.022048699,.1003672
2010,12035,"Flagler, FL",11.588389,13.17207,.034541372,.11126962
2010,12037,"Franklin, FL",12.297137,13.577925,0,.10771277
2010,12039,"Gadsden, FL",10.91817,14.457158,.0086147264,.042462844
2010,12041,"Gilchrist, FL",11.224923,14.910617,.00052341283,.036529679
2010,12043,"Glades, FL",13.128415,14.890944,.04993226,.030985916
2010,12045,"Gulf, FL",12.090765,13.454144,.063839324,.10331126
2010,12047,"Hamilton, FL",11.259191,14.835133,.1892045,.033492822
2010,12049,"Hardee, FL",10.85208,16.682854,.0073504928,.033766232
2010,12051,"Hendry, FL",12.094241,14.260979,.056518506,.03021978
2010,12053,"Hernando, FL",11.405856,12.846468,.017053174,.1162465
2010,12055,"Highlands, FL",11.148142,12.88438,.14166415,.036111113
2010,12057,"Hillsborough, FL",11.582449,12.071869,.0592128,.11614731
2010,12059,"Holmes, FL",10.991939,14.586615,.02968722,.031779662
2010,12061,"Indian River, FL",11.412475,12.646236,.055126246,.11246613
2010,12063,"Jackson, FL",11.553928,14.365182,.00092063926,.042801555
2010,12065,"Jefferson, FL",12.059393,14.814317,.078820117,.10896552
2010,12067,"Lafayette, FL",11.461111,16.019251,.041360669,.040632054
2010,12069,"Lake, FL",11.599347,13.030409,.13954714,.052631579
2010,12071,"Lee, FL",11.961303,13.294119,.025289388,.11637931
2010,12073,"Leon, FL",11.535923,12.143466,.014379225,.041036718
2010,12075,"Levy, FL",13.057005,13.561937,.065393321,.11330698
2010,12077,"Liberty, FL",12.398794,10.290398,.031385992,.044444446
2010,12079,"Madison, FL",11.208838,13.020217,.054020055,.035634745
2010,12081,"Manatee, FL",11.655387,13.498372,.072728455,.11714286
2010,12083,"Marion, FL",11.705625,12.623183,.048426181,.055555556
2010,12085,"Martin, FL",11.531608,14.19373,.034102503,.11748999
2010,12086,"Miami-Dade, FL",11.622168,12.234676,.47061142,.12222222
2010,12087,"Monroe, FL",11.394055,12.574682,.19875216,.12362301
2010,12089,"Nassau, FL",11.225918,12.815938,.014521307,.1125731
2010,12091,"Okaloosa, FL",11.815339,12.748683,.00015415833,.10554089
2010,12093,"Okeechobee, FL",11.891486,14.233477,.13570336,.036649216
2010,12095,"Orange, FL",11.311929,12.000723,.031635772,.043478262
2010,12097,"Osceola, FL",12.094687,12.739983,.024507476,.042183623
2010,12099,"Palm Beach, FL",11.550171,12.650654,.030591071,.12132823
2010,12101,"Pasco, FL",11.764305,13.368647,.02677517,.11699165
2010,12103,"Pinellas, FL",11.264243,12.183673,.043037828,.12035661
2010,12105,"Polk, FL",11.633381,13.308512,.061855596,.044444446
2010,12107,"Putnam, FL",12.312376,15.55454,.034680709,.063492067
2010,12109,"St. Johns, FL",11.414067,12.55161,.11304283,.1177305
2010,12111,"St. Lucie, FL",11.84335,13.215004,.032944966,.11294766
2010,12113,"Santa Rosa, FL",12.504613,13.543892,.0064754253,.10376135
2010,12115,"Sarasota, FL",11.351271,12.587055,.12041406,.11901306
2010,12117,"Seminole, FL",12.160597,12.40738,.023044679,.042183623
2010,12119,"Sumter, FL",13.115297,13.717856,.017960336,.047505938
2010,12121,"Suwannee, FL",11.251953,13.98552,.0049904748,.033412889
2010,12123,"Taylor, FL",12.072034,12.619281,.014524264,.11111111
2010,12125,"Union, FL",13.556364,13.325582,.072935633,.036945812
2010,12127,"Volusia, FL",11.407597,12.810472,.096406803,.11246613
2010,12129,"Wakulla, FL",12.565976,14.679902,.17642708,.10670315
